url,uni,aca,name
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/43.html,  北京科技大学,自动化系,张 崎
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/49.html,  北京科技大学,自动化系,赵小燕
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/56.html,  北京科技大学,自动化系,张朝晖
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/57.html,  北京科技大学,自动化系,左 昉
http://saee.ustb.edu.cn/quantijiaoshi/2015-05-12/67.html,  北京科技大学,自动化系,张 兰
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-09/77.html,  北京科技大学,自动化系,张艳玲
http://saee.ustb.edu.cn/quantijiaoshi/2015-10-09/79.html,  北京科技大学,自动化系,曾溢良
http://saee.ustb.edu.cn/quantijiaoshi/2015-11-03/90.html,  北京科技大学,自动化系,赵宝永
http://saee.ustb.edu.cn/quantijiaoshi/2017-04-25/111.html,  北京科技大学,自动化系,张玉珍
http://saee.ustb.edu.cn/quantijiaoshi/2015-12-08/98.html,  北京科技大学,自动化系,曾艳
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/zs_20150204133029233086/index.htm, 北京理工大学,自动化学院,伍清河
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/zs/index.htm, 北京理工大学,自动化学院,郭树理
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/zs_20150204133029965162/index.htm, 北京理工大学,自动化学院,刘世岳
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/zs_20150204133030604020/index.htm, 北京理工大学,自动化学院,路平立
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/zs_20150206092614981699/index.htm, 北京理工大学,自动化学院,宋卓越
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/zs_20150206092614981699_20150206124723061272/index.htm, 北京理工大学,自动化学院,戴亚平
http://ac.bit.edu.cn/szdw/jsdw/kzllykzgcyjs/20150206124737378779/index.htm, 北京理工大学,自动化学院,王庆林
